id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
90618507,2021-08-05 20:30:00,2021-08-05,2021-08-05 10:30:00 UTC,Guam,30769,leeroysablan,2021-08-10 03:25:30 UTC,2021-09-03 23:48:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/90618507,https://inaturalist-open-data.s3.amazonaws.com/photos/149787587/medium.jpeg,,"",,0,0,false,2,"Stop 2 Bus Stop, Saipan 96950, CNMI",15.1922597849,145.7414736226,6,,,,6,,,false,gps,gps,,,Saipan,,Saipan,,Many-plumed Moths,Alucitidae,Many-plumed Moths,Insecta,48148,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Alucitoidea,Alucitidae,,,,,,,,,,,
91453154,2021-08-15,2021-08-15,,Guam,7547,aubreymoore,2021-08-16 20:41:52 UTC,2021-08-16 21:15:51 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/91453154,https://inaturalist-open-data.s3.amazonaws.com/photos/151274444/medium.jpg,,"","The image of a house centipede was sent to me for identification by by Rick Schaefer.

There are few previous records of house centipedes on Guam and it is unclear which species occur on the island.

### Previous records

[GBIF](https://www.gbif.org/occurrence/search?country=GU&taxon_key=1025&occurrence_status=present)

[iNaturalist](https://www.inaturalist.org/observations/1259628)
",0,0,false,,Guam,13.444304,144.793731,26707,,,,26707,,,false,,,,,,,Guam,,House Centipedes,Scutigeromorpha,House Centipedes,Animalia,49553,Animalia,Arthropoda,Myriapoda,,Chilopoda,,,Scutigeromorpha,,,,,,,,,,,,,,
92434944,2021-08-19,2021-08-19,,Guam,30769,leeroysablan,2021-08-25 04:46:21 UTC,2021-08-25 04:46:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92434944,https://inaturalist-open-data.s3.amazonaws.com/photos/153052671/medium.jpeg,,"",,0,0,false,2,"Capitol Hill, Saipan 96950, CNMI",15.230371574,145.7684066892,7,,,,7,,,false,gps,gps,,,Saipan,,Saipan,,Chasmina tibialis,Chasmina tibialis,,Insecta,558220,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Bagisarinae,,,,Chasmina,,Chasmina tibialis,,,,
92435754,2021-08-19 20:30:00,2021-08-19,2021-08-19 10:30:00 UTC,Guam,30769,leeroysablan,2021-08-25 05:03:25 UTC,2021-08-25 05:03:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92435754,https://inaturalist-open-data.s3.amazonaws.com/photos/153054069/medium.jpeg,,"",,0,0,false,2,"Capitol Hill, Saipan 96950, CNMI",15.2303078444,145.7684499398,15,,,,15,,,false,gps,gps,,,Saipan,,Saipan,,Oriental leafworm moth,Spodoptera litura,Oriental leafworm moth,Insecta,124875,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Prodeniini,,Spodoptera,,Spodoptera litura,,,,
92437483,Wed Aug 25 2021 15:51:00 GMT+1000 (GMT+10),2021-08-25,2021-08-25 05:51:00 UTC,Brisbane,3832938,santosa11828,2021-08-25 05:53:00 UTC,2021-10-02 05:41:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92437483,https://inaturalist-open-data.s3.amazonaws.com/photos/153057619/medium.jpg,,"","",1,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305728392,144.8006435374,65,,,,65,,,false,,,,,Mangilao,,Guam,,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Insecta,349215,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,
92437541,Wed Aug 25 2021 15:54:18 GMT+1000 (GMT+10),2021-08-25,2021-08-25 05:54:18 UTC,Brisbane,4907180,jbirn,2021-08-25 05:55:15 UTC,2021-08-25 05:55:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92437541,https://inaturalist-open-data.s3.amazonaws.com/photos/153057770/medium.jpg,,"","",0,0,false,3,"University of Guam, Mangilao, Guam, US",13.430564987,144.8005605251,65,,,,65,,,false,,,,,Mangilao,,Guam,,"",Gonocephalum,Dusty Surface Beetles,Insecta,357479,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,,Opatrini,,Gonocephalum,,,,,,
92437655,Wed Aug 25 2021 15:55:30 GMT+1000 (GMT+10),2021-08-25,2021-08-25 05:55:30 UTC,Brisbane,4907180,jbirn,2021-08-25 05:57:28 UTC,2021-08-25 10:52:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92437655,https://inaturalist-open-data.s3.amazonaws.com/photos/153057902/medium.jpg,,"","",0,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305772194,144.8005204333,65,,,,65,,,false,,,,,Mangilao,,Guam,,"",Curinus coeruleus,Metallic Blue Lady Beetle,Insecta,143948,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Chilocorinae,,Chilocorini,,Curinus,,Curinus coeruleus,,,,
92437976,Wed Aug 25 2021 16:04:40 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:04:40 UTC,Brisbane,3832938,santosa11828,2021-08-25 06:06:55 UTC,2021-10-02 05:41:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92437976,https://inaturalist-open-data.s3.amazonaws.com/photos/153058539/medium.jpg,,"","",2,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305833333,144.800645,65,,,,65,,,false,,,,,Mangilao,,Guam,,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Insecta,349215,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,
92438057,Wed Aug 25 2021 16:05:04 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:05:04 UTC,Brisbane,3832938,santosa11828,2021-08-25 06:08:12 UTC,2021-09-03 23:49:09 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438057,https://inaturalist-open-data.s3.amazonaws.com/photos/153058639/medium.jpg,,"","",1,0,false,3,"University of Guam, Mangilao, Guam, US",13.430575,144.8005666667,65,,,,65,,,false,,,,,Mangilao,,Guam,,Dusty Surface Beetles,Gonocephalum,Dusty Surface Beetles,Insecta,357479,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,,Opatrini,,Gonocephalum,,,,,,
92438174,Wed Aug 25 2021 16:04:58 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:04:58 UTC,Brisbane,4907127,chelstai,2021-08-25 06:12:00 UTC,2021-08-25 06:12:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438174,https://inaturalist-open-data.s3.amazonaws.com/photos/153058905/medium.jpg,,"","",0,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305833333,144.8006583333,65,,,,65,,,false,,,,,Mangilao,,Guam,,"",Stenocatantops,Sharptails,Insecta,466315,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Catantopinae,,Catantopini,Catantopina,Stenocatantops,,,,,,
92438243,Wed Aug 25 2021 16:10:19 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:10:19 UTC,Brisbane,3835137,aneladuenas,2021-08-25 06:14:03 UTC,2021-09-03 23:49:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438243,https://inaturalist-open-data.s3.amazonaws.com/photos/153059099/medium.jpg,,"","",1,0,false,3,"University of Guam, Mangilao, Guam, US",13.4300181379,144.8007623831,24,,,,24,,,false,,,,,Mangilao,,Guam,,Dusty Surface Beetles,Gonocephalum,Dusty Surface Beetles,Insecta,357479,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,,Opatrini,,Gonocephalum,,,,,,
92438285,Wed Aug 25 2021 16:15:10 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:15:10 UTC,Guam,3835234,uchan,2021-08-25 06:15:14 UTC,2021-09-08 04:21:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438285,https://inaturalist-open-data.s3.amazonaws.com/photos/153059206/medium.jpg,,"","",0,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305924871,144.8006999186,65,,,,65,,,false,,,,,Mangilao,,Guam,,"",Myllocerus,,Insecta,55184,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,Cyphicerini,Myllocerina,Myllocerus,,,,,,
92438353,2021-08-25 16:09:59,2021-08-25,2021-08-25 16:09:59 UTC,UTC,4907172,berncie,2021-08-25 06:17:00 UTC,2021-10-02 05:41:28 UTC,research,,https://www.inaturalist.org/observations/92438353,https://static.inaturalist.org/photos/153059344/medium.jpeg,,"",,2,0,false,2,"CRJ2+5CX, Mangilao, Guam",13.4305201646,144.8006033152,12,,,,12,,,false,,,,,Mangilao,,Guam,,Tropical Paper Wasp,Polistes stigma,Tropical Paper Wasp,Insecta,349215,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,,Polistini,,Polistes,,Polistes stigma,,,,
92438393,Wed Aug 25 2021 16:17:44 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:17:44 UTC,Brisbane,4907127,chelstai,2021-08-25 06:18:16 UTC,2021-09-09 15:34:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92438393,https://inaturalist-open-data.s3.amazonaws.com/photos/153059487/medium.jpg,,"","",3,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305666667,144.800645,65,,,,65,,,false,,,,,Mangilao,,Guam,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis mellifera,,,,
92438406,Wed Aug 25 2021 16:17:56 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:17:56 UTC,Brisbane,3832744,derpyinsight,2021-08-25 06:18:58 UTC,2021-09-29 05:42:55 UTC,casual,,https://www.inaturalist.org/observations/92438406,https://static.inaturalist.org/photos/153060137/medium.jpg,,"","",3,0,true,3,"University of Guam, Mangilao, Guam, US",13.4305716667,144.8005666667,65,,,,65,,,false,,,,,Mangilao,,Guam,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis mellifera,,,,
92438523,Wed Aug 25 2021 16:10:17 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:10:17 UTC,Guam,4907260,haanibettis,2021-08-25 06:20:51 UTC,2021-09-09 15:34:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92438523,https://inaturalist-open-data.s3.amazonaws.com/photos/153059678/medium.jpg,,"","",3,0,false,3,"University of Guam, Mangilao, Guam, US",13.433998,144.8044725,643,,,,643,,,false,,,,,Mangilao,,Guam,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis mellifera,,,,
92438534,Wed Aug 25 2021 16:18:43 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:18:43 UTC,Brisbane,3835137,aneladuenas,2021-08-25 06:21:10 UTC,2021-09-05 02:53:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92438534,https://inaturalist-open-data.s3.amazonaws.com/photos/153059718/medium.jpg,,"","",2,0,false,3,"University of Guam, Mangilao, Guam, US",13.4299729132,144.8007718851,24,,,,24,,,false,,,,,Mangilao,,Guam,,Coconut Rhinoceros Beetle,Oryctes rhinoceros,Coconut Rhinoceros Beetle,Insecta,320058,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Dynastinae,,Oryctini,,Oryctes,,Oryctes rhinoceros,,,,
92438539,2021-08-25 16:07:40,2021-08-25,2021-08-25 06:07:40 UTC,Guam,3842600,uludongr,2021-08-25 06:21:24 UTC,2021-08-25 06:21:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438539,https://inaturalist-open-data.s3.amazonaws.com/photos/153059723/medium.jpeg,,"",,0,0,false,2,Guam,13.4438402911,144.7937308252,52552,,,,52552,,,false,gps,gps,,,,,Guam,,Sharptails,Stenocatantops,Sharptails,Insecta,466315,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Catantopinae,,Catantopini,Catantopina,Stenocatantops,,,,,,
92438557,2021-08-25 16:13:10,2021-08-25,2021-08-25 16:13:10 UTC,UTC,4907172,berncie,2021-08-25 06:22:01 UTC,2021-08-28 07:42:17 UTC,needs_id,,https://www.inaturalist.org/observations/92438557,https://static.inaturalist.org/photos/153059772/medium.jpeg,,"",,0,0,false,2,"CRJ2+5CX, Mangilao, Guam",13.4305195123,144.8006096855,11,,,,11,,,false,,,,,Mangilao,,Guam,,Dusty Surface Beetles,Gonocephalum,Dusty Surface Beetles,Insecta,357479,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,,Opatrini,,Gonocephalum,,,,,,
92438561,Wed Aug 25 2021 16:11:11 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:11:11 UTC,Guam,4907260,haanibettis,2021-08-25 06:22:12 UTC,2021-09-03 23:47:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438561,https://inaturalist-open-data.s3.amazonaws.com/photos/153059770/medium.jpg,,"","",1,0,false,3,"University of Guam, Mangilao, Guam, US",13.433998,144.8044725,643,,,,643,,,false,,,,,Mangilao,,Guam,,Metallic Blue Lady Beetle,Curinus coeruleus,Metallic Blue Lady Beetle,Insecta,143948,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Chilocorinae,,Chilocorini,,Curinus,,Curinus coeruleus,,,,
92438583,2021-08-25 15:58:45,2021-08-25,2021-08-25 05:58:45 UTC,Guam,4907265,eric1434,2021-08-25 06:23:05 UTC,2021-11-30 02:32:36 UTC,needs_id,,https://www.inaturalist.org/observations/92438583,https://static.inaturalist.org/photos/153059833/medium.jpeg,,"",,1,0,false,2,"CRJ2+5CX, Mangilao, Guam",13.4305162513,144.800606668,13,,,,13,,,false,gps,gps,,,Mangilao,,Guam,,Lady Beetles,Coccinellidae,Lady Beetles,Insecta,48486,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,,,,,,,,,,,
92438591,Wed Aug 25 2021 16:15:05 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:15:05 UTC,Brisbane,3834633,joanxfrndz,2021-08-25 06:23:17 UTC,2021-08-25 06:23:33 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438591,https://inaturalist-open-data.s3.amazonaws.com/photos/153059841/medium.jpg,,"","",0,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305703407,144.8005483301,5,,,,5,,,false,,,,,Mangilao,,Guam,,"",Stenocatantops,Sharptails,Insecta,466315,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Catantopinae,,Catantopini,Catantopina,Stenocatantops,,,,,,
92438604,Wed Aug 25 2021 16:16:38 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:16:38 UTC,Brisbane,3834633,joanxfrndz,2021-08-25 06:23:34 UTC,2021-08-25 06:24:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438604,https://inaturalist-open-data.s3.amazonaws.com/photos/153059866/medium.jpg,,"","",0,0,false,3,"University of Guam, Mangilao, Guam, US",13.4305703407,144.8005483301,10,,,,10,,,false,,,,,Mangilao,,Guam,,"",Gonocephalum,Dusty Surface Beetles,Insecta,357479,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,,Opatrini,,Gonocephalum,,,,,,
92438624,Wed Aug 25 2021 16:20:36 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:20:36 UTC,Brisbane,3834633,joanxfrndz,2021-08-25 06:24:05 UTC,2021-09-15 03:55:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/92438624,https://inaturalist-open-data.s3.amazonaws.com/photos/153059898/medium.jpg,,"","",1,0,false,3,"University of Guam, Mangilao, Guam, US",13.4302505634,144.8008847346,63,,,,63,,,false,,,,,Mangilao,,Guam,,Lady Beetles,Coccinellidae,Lady Beetles,Insecta,48486,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,,,,,,,,,,,
92438762,Wed Aug 25 2021 16:24:45 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:24:45 UTC,Brisbane,3832744,derpyinsight,2021-08-25 06:27:05 UTC,2021-09-29 05:42:58 UTC,casual,,https://www.inaturalist.org/observations/92438762,https://static.inaturalist.org/photos/153060121/medium.jpg,,"","",0,0,true,3,"Guam, GU",13.43057,144.800505,65,,,,65,,,false,,,,,Mangilao,,Guam,,"",Coleoptera,Beetles,Insecta,47208,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,,,,,,,,,,,,,,
92438775,Wed Aug 25 2021 16:21:01 GMT+1000 (GMT+10),2021-08-25,2021-08-25 06:21:01 UTC,Brisbane,628316,barcinasrita,2021-08-25 06:27:27 UTC,2021-09-03 23:46:49 UTC,research,,https://www.inaturalist.org/observations/92438775,https://static.inaturalist.org/photos/153060159/medium.jpg,,"","",1,0,false,3,"University of Guam, Mangilao, Guam, US",13.4299527226,144.800820608,23,,,,23,,,false,,,,,Mangilao,,Guam,,Metallic Blue Lady Beetle,Curinus coeruleus,Metallic Blue Lady Beetle,Insecta,143948,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Chilocorinae,,Chilocorini,,Curinus,,Curinus coeruleus,,,,
